,Voltages,Times
767,-0.000305,1648659745.087272
768,-0.000205,1648659750.0872316
769,-0.000113,1648659755.087255
770,-0.000104,1648659760.0872734
771,-0.000188,1648659765.085363
772,-0.000299,1648659770.0872822
773,-0.000346,1648659775.0873241
774,-0.000299,1648659780.0872352
775,-0.000233,1648659785.0872378
776,-0.000152,1648659790.087244
777,-0.00013,1648659795.0871673
778,-0.000196,1648659800.0872688
779,-0.000302,1648659805.0872724
780,-0.000398,1648659810.087286
781,-0.000401,1648659815.0872767
782,-0.000311,1648659820.0873
783,-0.000194,1648659825.0873356
784,-0.000115,1648659830.087269
785,-0.000146,1648659835.0873272
786,-0.000253,1648659840.0872607
787,-0.000363,1648659845.0872936
788,-0.000411,1648659850.087274
789,-0.000356,1648659855.0871477
790,-0.000239,1648659860.087311
791,-0.000133,1648659865.0872962
792,-0.000124,1648659870.087312
793,-0.000197,1648659875.0873148
794,-0.000293,1648659880.0872908
795,-0.000346,1648659885.087238
796,-0.000347,1648659890.0873368
797,-0.000249,1648659895.0872443
798,-0.000145,1648659900.0872536
799,-0.000129,1648659905.0872877
800,-0.000205,1648659910.084736
801,-0.000315,1648659915.0872862
802,-0.000392,1648659920.0873127
803,-0.000373,1648659925.087272
804,-0.000298,1648659930.0872607
805,-0.000191,1648659935.0873368
806,-0.000132,1648659940.0872276
807,-0.000175,1648659945.0872784
808,-0.000286,1648659950.0873332
809,-0.000378,1648659955.0872302
810,-0.000404,1648659960.087294
811,-0.000298,1648659965.0872643
812,-0.000164,1648659970.087275
813,-9.2e-05,1648659975.087259
814,-0.000131,1648659980.0873044
815,-0.000244,1648659985.0872905
816,-0.000366,1648659990.087252
817,-0.000418,1648659995.087357
818,-0.000331,1648660000.0872903
819,-0.000191,1648660005.0872169
820,-0.000105,1648660010.087321
821,-0.000113,1648660015.087203
822,-0.000216,1648660020.0872822
823,-0.000356,1648660025.0873103
824,-0.000423,1648660030.0872948
825,-0.000373,1648660035.0872798
826,-0.000241,1648660040.0872757
827,-0.000136,1648660045.087322
828,-0.000116,1648660050.0872743
829,-0.000193,1648660055.087288
830,-0.000325,1648660060.0872607
831,-0.000408,1648660065.087266
832,-0.000371,1648660070.0872777
